timestamp,window_id,slug,status,spent,returned,pnl,close_spot,ptb,winner,strategy,utc_hour,time_pct_at_close,final_gap_z,final_atr,mid_cross_count,significant_mid_cross_count,entry_side,entry_reason,would_redeem_hold,h_market_win,h_salvaged,h_salvage_win
1781820599881,1,btc-updown-5m-1781820300,CLOSED_TIME,5.0000,5.1546,0.1546,62857.7495,62851.8494,UP,j_endgame,22,100.00,1.6335,27.9786,5,0,UP,j_late_taker_up_fill_0.97_ask_0.97_gap_z_+0.67_tape_$261/35_xc5,false,,,
1781820899883,2,btc-updown-5m-1781820600,CLOSED_TIME,5.0000,5.6180,0.6180,62855.4005,62857.7631,DOWN,j_endgame,22,100.00,-0.7470,24.5000,21,6,DOWN,j_late_taker_down_fill_0.89_ask_0.89_gap_z_-0.68_tape_$2041/96_xc19,false,,,
1781821499885,4,btc-updown-5m-1781821200,CLOSED_TIME,7.0000,7.6087,0.6087,62773.9776,62742.4838,UP,j_endgame,22,100.00,7.2266,33.7571,10,1,UP,j_cheap_taker_up_fill_0.92_ask_0.92_gap_z_+1.04_tape_$1549/48_xc10,false,,,
1781822099892,6,btc-updown-5m-1781821800,CLOSED_TIME,15.0000,17.1654,2.1654,62690.3839,62774.6288,DOWN,j_endgame,22,100.00,-19.4503,33.5500,1,1,DOWN,j_impulse_taker_down_fill_0.83_ask_0.89_gap_z_-0.80_tape_$992/36_xc1,false,,,
1781822399895,7,btc-updown-5m-1781822100,CLOSED_TIME,4.0000,4.4944,0.4944,62743.1152,62690.3219,UP,j_endgame,22,100.00,13.8021,29.6286,8,4,UP,j_impulse_taker_up_fill_0.89_ask_0.89_gap_z_+1.00_tape_$143/9_xc8,false,,,
1781822699895,8,btc-updown-5m-1781822400,CLOSED_TIME,5.0000,5.1020,0.1020,62746.6603,62743.1298,UP,j_endgame,22,100.00,1.0812,25.2929,7,2,UP,j_late_taker_up_fill_0.98_ask_0.98_gap_z_+0.79_tape_$2110/57_xc7,false,,,
1781822999896,9,btc-updown-5m-1781822700,CLOSED_TIME,15.0000,16.3194,1.3194,62802.3742,62746.7672,UP,j_endgame,22,100.00,19.9149,21.6286,2,1,UP,j_cheap_taker_up_fill_0.90_ask_0.90_gap_z_+1.03_tape_$479/32_xc2,false,,,
1781823299898,10,btc-updown-5m-1781823000,CLOSED_TIME,5.0000,0.0000,-5.0000,62789.6559,62803.6084,DOWN,j_endgame,22,100.00,-4.0783,26.5000,25,5,UP,j_late_taker_up_fill_0.92_ask_0.92_gap_z_+0.76_tape_$162/16_xc24,false,,,
1781823599900,11,btc-updown-5m-1781823300,CLOSED_TIME,10.0000,10.7527,0.7527,62822.1590,62789.6524,UP,j_endgame,22,100.00,9.1254,27.5929,0,0,UP,j_cheap_taker_up_fill_0.93_ask_0.93_gap_z_+1.29_tape_$149/19_xc0,false,,,
1781823899903,12,btc-updown-5m-1781823600,CLOSED_TIME,8.0000,0.0000,-8.0000,62819.2760,62822.1501,DOWN,j_endgame,23,100.00,-0.7805,28.5214,32,8,UP,j_impulse_taker_up_fill_0.89_ask_0.89_gap_z_+0.72_tape_$675/33_xc5,false,,,
1781824199907,13,btc-updown-5m-1781823900,CLOSED_TIME,7.0000,7.8652,0.8652,62749.7775,62815.3494,DOWN,j_endgame,23,100.00,-16.4223,30.9286,0,0,DOWN,j_cheap_taker_down_fill_0.89_ask_0.89_gap_z_-1.21_tape_$53/7_xc0,false,,,
