timestamp,window_id,slug,cross_count,significant_cross_count,final_side,last_cross_atr
1781211599147,3,btc-updown-5m-1781211300,14,4,DOWN,27.449999999999687
1781211899148,4,btc-updown-5m-1781211600,0,0,UP,27
1781212199149,5,btc-updown-5m-1781211900,2,1,UP,29.735714285713975
1781212499153,6,btc-updown-5m-1781212200,5,1,UP,24.400000000000414
1781212799152,7,btc-updown-5m-1781212500,0,0,DOWN,29.86428571428613
1781213099153,8,btc-updown-5m-1781212800,7,2,DOWN,25.93571428571522
1781213399156,9,btc-updown-5m-1781213100,0,0,DOWN,29.100000000001142
1781213699158,10,btc-updown-5m-1781213400,0,0,UP,24.89285714285766
1781213999159,11,btc-updown-5m-1781213700,1,1,UP,24.57142857142961
1781214299161,12,btc-updown-5m-1781214000,5,4,UP,26.471428571429506
1781214599163,13,btc-updown-5m-1781214300,6,2,UP,30.707142857142962
1781214899166,14,btc-updown-5m-1781214600,12,5,DOWN,33.585714285714594
1781215199168,15,btc-updown-5m-1781214900,1,1,UP,30.650000000000414
1781215499169,16,btc-updown-5m-1781215200,0,0,UP,31.742857142857765
1781215799172,17,btc-updown-5m-1781215500,2,1,UP,40.92857142857143
1781216099174,18,btc-updown-5m-1781215800,4,1,DOWN,43.46428571428468
1781216399176,19,btc-updown-5m-1781216100,7,4,UP,38.949999999998646
1781216699179,20,btc-updown-5m-1781216400,0,0,DOWN,36.542857142856
1781216999178,21,btc-updown-5m-1781216700,11,3,UP,28.992857142857247
1781217299183,22,btc-updown-5m-1781217000,2,1,DOWN,26.657142857143167
1781217599183,23,btc-updown-5m-1781217300,9,4,UP,32.34285714285735
1781217899184,24,btc-updown-5m-1781217600,3,2,DOWN,33.60000000000063
1781218199187,25,btc-updown-5m-1781217900,12,3,UP,25.600000000000623
1781218499185,26,btc-updown-5m-1781218200,0,0,UP,24.828571428571845
1781218799186,27,btc-updown-5m-1781218500,15,6,DOWN,27.79999999999979
1781219099189,28,btc-updown-5m-1781218800,0,0,DOWN,29.09285714285735
1781219399189,29,btc-updown-5m-1781219100,3,0,DOWN,35.085714285714076
1781219699188,30,btc-updown-5m-1781219400,0,0,UP,35.2071428571414
1781219999190,31,btc-updown-5m-1781219700,23,8,UP,29.54285714285652
1781220299191,32,btc-updown-5m-1781220000,12,2,DOWN,30.7714285714293
1781220599194,33,btc-updown-5m-1781220300,2,1,DOWN,30.97857142857174
1781220899194,34,btc-updown-5m-1781220600,0,0,UP,28.25
1781221199197,35,btc-updown-5m-1781220900,10,3,UP,33.42857142857143
1781221499195,36,btc-updown-5m-1781221200,0,0,UP,34.54285714285704
1781221799198,37,btc-updown-5m-1781221500,14,2,DOWN,39.757142857142235
1781222099199,38,btc-updown-5m-1781221800,1,1,UP,37.585714285714594
1781222399202,39,btc-updown-5m-1781222100,24,4,DOWN,33.03571428571325
1781222699203,40,btc-updown-5m-1781222400,12,2,DOWN,36.76428571428447
1781222999203,41,btc-updown-5m-1781222700,0,0,UP,40.44285714285589
1781223299208,42,btc-updown-5m-1781223000,6,2,UP,50.82857142857132
1781223599208,43,btc-updown-5m-1781223300,0,0,DOWN,48.214285714286234
1781223899209,44,btc-updown-5m-1781223600,6,3,DOWN,38.87857142857216
1781224199212,45,btc-updown-5m-1781223900,6,3,UP,44.85714285714442
1781224499212,46,btc-updown-5m-1781224200,81,9,UP,42.95714285714452
1781224799214,47,btc-updown-5m-1781224500,2,1,UP,46.11428571428717
