timestamp,window_id,slug,event,from_side,to_side,up_mid,down_mid,lead_gap,peak_prev_gap,is_significant,cross_count,significant_cross_count,time_pct,secs_to_end,current_atr,spot_price,ptb,ptb_delta_usd,spot_velocity,spot_smoothed_velocity,spot_acceleration
1781833680216,0,eth-updown-5m-1781833500,armed_init,,UP,0.6550,0.3450,0.3100,0.0000,false,0,0,60.33,119,0.9657,,,,,,
1781833824828,1,eth-updown-5m-1781833800,armed_init,,UP,0.6950,0.3700,0.3250,0.0000,false,0,0,8.33,275,0.8907,1709.1829,1708.6838,0.4991,0.019384,0.003338,-0.004755
1781833974343,1,eth-updown-5m-1781833800,mid_cross,UP,DOWN,0.4950,0.5050,0.0100,0.6000,true,1,1,58.33,125,0.8629,1709.1399,1708.6838,0.4561,0.003335,-0.004925,-0.003900
1781833988001,1,eth-updown-5m-1781833800,mid_cross,DOWN,UP,0.5050,0.4950,0.0100,0.3200,true,2,2,63.00,111,0.8386,1708.3945,1708.6838,-0.2892,-0.041029,-0.028381,-0.001615
1781833990465,1,eth-updown-5m-1781833800,mid_cross,UP,DOWN,0.4850,0.5150,0.0300,0.0650,false,3,2,63.67,109,0.8386,1708.6212,1708.6838,-0.0625,-0.030471,-0.005996,0.018909
1781833994881,1,eth-updown-5m-1781833800,mid_cross,DOWN,UP,0.5800,0.5250,0.0550,0.0550,false,4,2,65.00,105,0.8386,1708.7055,1708.6838,0.0217,-0.013591,0.001299,0.002718
1781834123352,2,eth-updown-5m-1781834100,armed_init,,UP,0.5900,0.3850,0.2050,0.0000,false,0,0,8.00,276,0.9743,1711.7011,1710.9016,0.7995,0.040021,0.026536,-0.008489
1781834123728,2,eth-updown-5m-1781834100,mid_cross,UP,DOWN,0.4950,0.5050,0.0100,0.2050,true,1,1,8.00,276,0.9743,1711.5476,1710.9016,0.6460,0.032524,0.012139,-0.014397
1781834126332,2,eth-updown-5m-1781834100,mid_cross,DOWN,UP,0.5150,0.5050,0.0100,0.0600,false,2,1,9.00,273,0.9743,1711.0170,1710.9016,0.1154,-0.002378,-0.032120,-0.034160
1781834149902,2,eth-updown-5m-1781834100,mid_cross,UP,DOWN,0.5000,0.5150,0.0150,0.2550,true,3,2,16.67,250,0.9743,1711.1052,1710.9016,0.2036,0.000845,-0.005359,0.000466
1781834166259,2,eth-updown-5m-1781834100,mid_cross,DOWN,UP,0.5150,0.4850,0.0300,0.0800,false,4,2,22.33,233,0.9743,1710.8572,1710.9016,-0.0444,-0.011882,-0.008595,0.004699
1781834423223,3,eth-updown-5m-1781834400,armed_init,,TIE,0.5050,0.5050,0.0000,0.0000,false,0,0,8.00,276,0.9664,1711.7957,1711.7786,0.0171,0.000901,-0.000216,0.000018
1781834424068,3,eth-updown-5m-1781834400,mid_cross,UP,DOWN,0.4950,0.5050,0.0100,0.0100,false,1,0,8.33,275,0.9664,1711.7957,1711.7786,0.0171,0.000901,-0.000216,0.000018
1781834427182,3,eth-updown-5m-1781834400,mid_cross,DOWN,UP,0.5200,0.4800,0.0400,0.0200,false,2,0,9.33,272,0.9664,1711.7845,1711.7786,0.0059,0.002067,-0.000940,0.000519
1781834439917,3,eth-updown-5m-1781834400,mid_cross,UP,DOWN,0.4900,0.5000,0.0100,0.1400,false,3,0,13.33,260,0.9664,1711.9359,1711.7786,0.1573,0.007035,0.002772,-0.002943
1781834442324,3,eth-updown-5m-1781834400,mid_cross,DOWN,UP,0.5650,0.5450,0.0200,0.0800,false,4,0,14.33,257,0.9664,1711.8695,1711.7786,0.0909,0.003691,-0.002951,-0.005375
1781834468721,3,eth-updown-5m-1781834400,mid_cross,UP,DOWN,0.4950,0.5050,0.0100,0.2600,true,5,1,23.00,231,0.9150,1711.8359,1711.7786,0.0573,-0.014731,-0.009135,0.000037
1781834567384,3,eth-updown-5m-1781834400,mid_cross,DOWN,UP,0.5150,0.5000,0.0150,0.5850,true,6,2,56.00,132,0.9107,1711.1904,1711.7786,-0.5883,-0.015169,-0.010500,0.003925
1781834727029,4,eth-updown-5m-1781834700,armed_init,,UP,0.5450,0.4550,0.0900,0.0000,false,0,0,9.33,272,0.9521,1713.0931,1712.8428,0.2503,0.012068,0.005394,-0.000434
1781834805089,4,eth-updown-5m-1781834700,mid_cross,UP,DOWN,0.4500,0.4950,0.0450,0.3600,true,1,1,35.33,194,0.9550,1713.0023,1712.8428,0.1595,-0.011468,-0.005353,0.000701
1781834812177,4,eth-updown-5m-1781834700,mid_cross,DOWN,UP,0.5350,0.5050,0.0300,0.2100,true,2,2,37.67,187,0.9550,1712.6768,1712.8428,-0.1660,-0.015384,-0.022562,0.001546
1781834817795,4,eth-updown-5m-1781834700,mid_cross,UP,DOWN,0.4150,0.5850,0.1700,0.2300,true,3,3,39.33,182,0.9550,1713.1680,1712.8428,0.3252,0.008705,0.017061,0.001305
1781835502133,5,eth-updown-5m-1781835000,armed_init,,TIE,0.0000,0.0000,0.0000,0.0000,false,0,0,100.00,-202,1.0057,1710.1776,1710.1776,0.0000,0.006310,0.028286,0.010940
1781835502663,6,eth-updown-5m-1781835300,armed_init,,DOWN,0.2850,0.7150,0.4300,0.0000,false,0,0,67.67,97,1.0057,1710.1776,1710.1776,0.0000,0.006310,0.028286,0.010940
1781836536507,8,eth-updown-5m-1781836200,armed_init,,UP,0.4950,0.0050,0.4900,0.0000,false,0,0,100.00,-36,1.0057,1708.2403,1708.2403,0.0000,0.000230,0.000693,-0.007538
1781836537466,9,eth-updown-5m-1781836500,armed_init,,UP,0.6450,0.3550,0.2900,0.0000,false,0,0,12.67,262,1.0057,1708.2403,1708.2403,0.0000,0.000230,0.000693,-0.007538
1781836576828,9,eth-updown-5m-1781836500,mid_cross,UP,DOWN,0.4300,0.4750,0.0450,0.3800,true,1,1,25.67,223,1.0057,1704.0798,1708.2403,-4.1605,-0.005620,0.017549,0.002226
1781836681434,9,eth-updown-5m-1781836500,mid_cross,DOWN,UP,0.5100,0.4900,0.0200,0.5200,true,2,2,60.67,118,1.4586,1703.1635,1708.2403,-5.0768,0.010671,0.013260,-0.000524
1781836751771,9,eth-updown-5m-1781836500,mid_cross,UP,DOWN,0.5450,0.6100,0.0650,0.7600,true,3,3,84.00,48,1.4586,1704.0200,1708.2403,-4.2203,0.009371,0.006404,0.005624
